2013/6/3,1810,1830,1791,1802,5503,1802
2013/6/4,1882,1882,1800,1843,5034,1843
2013/6/5,1836,1868,1810,1810,4001,1810
2013/6/6,1800,1848,1650,1746,13270,1746
2013/6/7,1600,1641,1525,1591,18618,1591
2013/6/10,1599,1700,1599,1685,11069,1685
2013/6/11,1750,1750,1702,1720,6566,1720
2013/6/12,1420,1450,1320,1320,39845,1320
2013/6/13,1020,1020,1020,1020,5694,1020
2013/6/14,720,720,720,720,9128,720
2013/6/17,570,570,570,570,5710,570
2013/6/18,483,521,370,390,2262784,390
2013/6/18,483,521,370,390,2262784,390
2013/6/19,405,470,362,470,1839382,470
2013/6/20,450,485,400,402,961633,402
2013/6/21,390,400,366,366,428083,366
2013/6/24,358,377,337,337,327195,337
2013/6/25,326,336,264,276,438328,276
2013/6/26,285,334,281,285,553376,285
2013/6/27,316,349,291,320,362382,320
2013/6/28,240,240,240,240,13919,240
2013/7/1,77,88,51,54,4702516,54
2013/7/2,51,84,45,79,6611134,79
2013/7/3,78,78,64,67,3499884,67
2013/7/4,65,72,64,65,802721,65
2013/7/5,68,88,68,80,4417041,80
2013/7/8,90,110,84,110,2762971,110
2013/7/9,145,160,136,160,878464,160
2013/7/10,210,210,210,210,86947,210
2013/7/11,280,290,274,290,790466,290
2013/7/12,370,370,360,370,729633,370
